,Job_Titile,Job_URL,Company_URL,Company,Rating,Job_Tyoe,Job_description,Post_Date,City,State,ZipCode,Min_salary,Max_salary
1486,Vehicle Engineering - Software Engineering Internship (Summer 2023),https://www.indeed.com/rc/clk?jk=3a1a6135228631e8&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Part-time
+2","As a software engineering intern in Vehicle Engineering, you will accelerate the pace of innovation, from design to production.",12/01/22,Boston,MA,02110 ,70500.0,89300.0
1491,Cybersecurity Internship - Summer 2023,https://www.indeed.com/rc/clk?jk=edc20d615d3f35dc&fccid=95485c6456ed2114&vjs=3,https://www.indeed.com/cmp/Wayfair,Wayfair,3.0,"Full-time
+1","Support and conduct security assessments of systems, data flows, and third party vendors.",11/19/22,Marlborough,MA,01752 ,65800.0,83300.0
1492,Summer 2023 Intern - Software Engineer (Tableau),https://www.indeed.com/rc/clk?jk=c15d6b115e30fce1&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,"Full-time
+1","Work closely with a team of engineers, product managers, user experience experts and performance engineers to build new features our customers will love, adopt…",11/14/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
1493,2023 Software Engineer Program - Summer Internship Opportunities,https://www.indeed.com/rc/clk?jk=8be3f3e0cbfec133&fccid=aaf3b433897ea465&vjs=3,https://www.indeed.com/cmp/Chase-2,"JPMorgan Chase Bank, N.A.",3.8,"Full-time
+1",Relevant internship experience and/or leadership in school or community organizations.,,San Francisco,CA,94134 ,68641.78181076673,99835.17476732162
1499,Software Engineer Intern - Undergrad,https://www.indeed.com/rc/clk?jk=863fdc1d665c84b4&fccid=69c7d55b78dc7424&vjs=3,https://www.indeed.com/cmp/Proofpoint,Proofpoint,3.6,"Full-time
+1",At Proofpoint we are concerned with protecting our customers from threat and data loss.,12/12/22,Providence,RI,02903 ,4800.0,60700.0
1500,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,Denver,CO,80207 ,68641.78181076673,99835.17476732162
1502,"Software Engineer Intern, 2023 Summer U.S.",https://www.indeed.com/rc/clk?jk=3306b5c7b5302ac3&fccid=e6d4ba9e2cfe7902&vjs=3,https://www.indeed.com/cmp/Atlassian,Atlassian,4.4,"Full-time
+1","Have experience with software engineering, expressed by previous internships, work experience, projects, or publications.",11/14/22,Grand Island,NE,68801,48200.0,61100.0
1503,Onshape R&D Software Engineering Intern (RCO),https://www.indeed.com/rc/clk?jk=a61ed87893e6aade&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"Develop software (product, software tools or data analysis) to prevent, detect and diagnose issues.",12/10/22,Hartford,CT,06105 ,39500.0,5000.0
1504,"Software Engineering Internship, Diagnostics (Spring 2023)",https://www.indeed.com/rc/clk?jk=767aa16aec11ca6a&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Full-time
+3",Our vision is to have a diagnostic strategy and software that ensures our vehicles do not have to come to service for diagnosis.,11/28/22,Boston,MA,02110 ,68500.0,86700.0
1505,Software Engineering Summer Intern,https://www.indeed.com/rc/clk?jk=6008063d44b7811e&fccid=1b567d66763b30ee&vjs=3,https://www.indeed.com/cmp/Pegasystems,Pegasystems,3.6,"Part-time
+1","Work collaboratively with team members to design, develop, test, and document features, including the design and development of high-quality software.",11/14/22,West Greenwich,RI,2817,34700.0,43900.0
1509,2023 Internship: Backend Developer,https://www.indeed.com/rc/clk?jk=28541f5dcdc4ad8d&fccid=de71a49b535e21cb&vjs=3,https://www.indeed.com/cmp/IBM,IBM,3.9,"Full-time
+2",Have a basic understanding of software development and programming languages.,12/08/22,Marlborough,MA,01752 ,72200.0,91400.0
1513,Software Dev Engineer Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=d17245ba8f2bd57c&fccid=fe2d21eef233e94a&vjs=3,https://www.indeed.com/cmp/Amazon.com,"Amazon Dev Center U.S., Inc.",3.5,"Full-time
+1",Our interns write real software and collaborate with a select group of experienced software development engineers (SDEs) who guide interns on projects that…,11/14/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
1515,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
1518,Onshape R&D Software Engineering Intern (RCO),https://www.indeed.com/rc/clk?jk=a61ed87893e6aade&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"Develop software (product, software tools or data analysis) to prevent, detect and diagnose issues.",12/10/22,Denver,CO,80207 ,39500.0,5000.0
1520,Software Engineering Summer Intern,https://www.indeed.com/rc/clk?jk=6008063d44b7811e&fccid=1b567d66763b30ee&vjs=3,https://www.indeed.com/cmp/Pegasystems,Pegasystems,3.6,"Part-time
+1","Work collaboratively with team members to design, develop, test, and document features, including the design and development of high-quality software.",11/14/22,Grand Island,NE,68801,34700.0,43900.0
1521,Cybersecurity Internship - Summer 2023,https://www.indeed.com/rc/clk?jk=edc20d615d3f35dc&fccid=95485c6456ed2114&vjs=3,https://www.indeed.com/cmp/Wayfair,Wayfair,3.0,"Full-time
+1","Support and conduct security assessments of systems, data flows, and third party vendors.",11/19/22,Hartford,CT,06105 ,65800.0,83300.0
1522,Summer 2023 Intern - Software Engineer (Tableau),https://www.indeed.com/rc/clk?jk=c15d6b115e30fce1&fccid=4027cfd917e1ee29&vjs=3,https://www.indeed.com/cmp/Salesforce,Salesforce,4.4,"Full-time
+1","Work closely with a team of engineers, product managers, user experience experts and performance engineers to build new features our customers will love, adopt…",11/14/22,Boston,MA,02110 ,68641.78181076673,99835.17476732162
1523,2023 Software Engineer Program - Summer Internship Opportunities,https://www.indeed.com/rc/clk?jk=8be3f3e0cbfec133&fccid=aaf3b433897ea465&vjs=3,https://www.indeed.com/cmp/Chase-2,"JPMorgan Chase Bank, N.A.",3.8,"Full-time
+1",Relevant internship experience and/or leadership in school or community organizations.,,West Greenwich,RI,2817,68641.78181076673,99835.17476732162
1525,Software Development Test Intern,https://www.indeed.com/rc/clk?jk=fd17d8fcf1a8041b&fccid=459cce68967c1b3b&vjs=3,https://www.indeed.com/cmp/Blue-Cross-Blue-Shield-of-Massachusetts,Blue Cross Blue Shield of Massachusetts,4.0,"Full-time
+1","Work alongside Senior Quality Engineers, Solution developer and automation engineers, you will have the unique experience of understanding our release process…",11/14/22,Boston,MA,02116 ,47700.0,60300.0
1527,"Software Engineer, Intern",https://www.indeed.com/rc/clk?jk=d4931e88072c35e4&fccid=4ad12104a44e9eb6&vjs=3,https://www.indeed.com/cmp/Circle,Circle,3.7,Internship,"Experience in the deployment of production-quality, scalable software.",12/01/22,Marlborough,MA,01752 ,58400.0,7400.0
1531,"Software Engineer Intern, Audio",https://www.indeed.com/rc/clk?jk=3f615609afbdebff&fccid=f7f27aafffbc37a6&vjs=3,https://www.indeed.com/cmp/Roku-1,Roku,3.1,Internship,Teamwork makes the stream work.,12/08/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
1533,"Frontend React/JS Internship, Vehicle Software (Summer 2023)",https://www.indeed.com/rc/clk?jk=ba32cb615094f9b3&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Full-time
+3",Improve and maintain web-based software platforms.,12/03/22,South Paris,ME,4281,72500.0,91800.0
1535,Explore Microsoft: Intern Opportunities for University Students,https://www.indeed.com/rc/clk?jk=977719663f57c501&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Internship,Throughout the internship you will:,11/14/22,Providence,RI,02903 ,68641.78181076673,99835.17476732162
1540,2023 Software Engineer Internship,https://www.indeed.com/rc/clk?jk=3aece6535c41744e&fccid=f766f8bfbc3effb7&vjs=3,https://www.indeed.com/cmp/Uber,Uber,3.6,Internship,"Demonstrated software engineering experience through previous internships, work experience, coding competitions, and/or publications.",11/14/22,Hartford,CT,06105 ,10600.0,13500.0
1541,2023 Intern - Software Developer,https://www.indeed.com/rc/clk?jk=9b239bcadff12b52&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,"Full-time
+1",Are you a curious developer who loves to learn and experiment?,11/18/22,West Greenwich,RI,2817,79800.0,10100.0
1542,Vehicle Engineering - Software Engineering Internship (Summer 2023),https://www.indeed.com/rc/clk?jk=3a1a6135228631e8&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Part-time
+2","We ask for a minimum of 12 weeks, full-time, for most internships.",12/01/22,Boston,MA,02116 ,70500.0,89300.0
1543,Connected Firefighter Product Marketing Intern (Summer 2023),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYpl6mgMJcFDnJi11WT4UTRFlBKiRR23kl92KYnUYtGFVyPBMXULjbNOgGxutqSw-pVXb1pXL7bDesUFCRrMHhPCK8g_83Rnjvxv6oPHEehwWhHEHB8eKbuU_jNcvIoOyucfNg7wRtNM8ppMy1qbH6KZj-Q9-3AEcVJjLv_Ns5PrgTQXoBxQzTsnyMMJlk4G5xLmbkkdDeCF3ckHVqqiYhL6OadRUonWU6ekVpdrvncEIEgmkWtxvbrQvqZ2l8Nug7yDU167t_04KzkeuNVvY-xGbuxRS2TyWOOilzBJz-aPj9N7LufXxXH75g4TDf7SjEAueHjN8nTf7NkrpVWdgJoktobzJx6RP8E6S1ksyIesPhEgPK2wuFJhDa7xyDHz5gLwimPmyNOwToBxJ11J-fya3GRtJjzNOICBfK6dZXqo6qjqNGDgc3rLE5y3pvTMlpRot1EA4L7AOsHJwfoHRSuukM89eZwiJ82MSfkFJft5GXHV0Et9D9dNjWbBXHlhEgImqQ9mJHkVaXlLWBsLya3wN2hQKsDlZfxSscDhmgv8IH0cKzepS4CFLszWE_aeYefiRTKDDVUb43ci8BHkZp9bVR3KQZquWUgdSlYi876ngoTqoEEKlKeM9fpT0NrzzIpy-VEfR_zKBLo1LNzJFishEZ4us5dZPVQNpPiU3Ytp1_sKaPD-F9tTVIHpVzmHd9baztjt4837OakX59ZDfxcAV5aVwr93cGWE5N4FtulIMitMoLra1mltEUEl5nLAcz3fzyIvqEnLvDRVIPxQylLXLVIAxayQE=&xkcb=SoCf-_M3Wv8gwHgLAj0DbzkdCdPP&p=13&fvj=0&vjs=3,https://www.indeed.com/cmp/Msa-Safety,MSA Safety,3.7,Internship,Support and lead product strategy activities for connected hardware and cloud-software development.,11/14/22,Marlborough,MA,01752 ,54600.0,69200.0
1546,"Software Engineer Intern, Audio",https://www.indeed.com/rc/clk?jk=3f615609afbdebff&fccid=f7f27aafffbc37a6&vjs=3,https://www.indeed.com/cmp/Roku-1,Roku,3.1,Internship,Teamwork makes the stream work.,12/08/22,Lake Orion,MI,48362,68641.78181076673,99835.17476732162
1547,Software Engineer Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=584ececefd0634f5&fccid=66403b30a2c0d89c&vjs=3,https://www.indeed.com/cmp/Netflix,Netflix,3.9,Internship,Please Note: this internship is focused on students with minimal to no previous industry work experience.,11/14/22,San Francisco,CA,94134 ,76200.0,96500.0
1549,Intern - Software Developer,https://www.indeed.com/rc/clk?jk=096c83f5ff5a2096&fccid=d492310e78d122ff&vjs=3,https://www.indeed.com/cmp/Nelnet,Nelnet,3.5,"Part-time
+1",Apply to one of our internships today.,11/19/22,Boston,MA,02109 ,68641.78181076673,99835.17476732162
1550,Explore Microsoft: Intern Opportunities for University Students,https://www.indeed.com/rc/clk?jk=977719663f57c501&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Internship,Throughout the internship you will:,11/14/22,South Paris,ME,4281,68641.78181076673,99835.17476732162
1556,2023 Intern - Software Developer,https://www.indeed.com/rc/clk?jk=9b239bcadff12b52&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,"Full-time
+1",Are you a curious developer who loves to learn and experiment?,11/18/22,Providence,RI,02903 ,79800.0,10100.0
1557,Vehicle Engineering - Software Engineering Internship (Summer 2023),https://www.indeed.com/rc/clk?jk=3a1a6135228631e8&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Part-time
+2","We ask for a minimum of 12 weeks, full-time, for most internships.",12/01/22,Springfield,VT,5156,70500.0,89300.0
1559,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,New York,NY,10019 ,68641.78181076673,99835.17476732162
1560,Software Development Intern,https://www.indeed.com/rc/clk?jk=ffa4309e52b0716b&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"Our software brings the physical and digital worlds together, enabling companies to improve operations, create better products, and empower people in all…",12/10/22,Huntsville,AL,35808,40100.0,50700.0
1564,Intern - Software Developer,https://www.indeed.com/rc/clk?jk=096c83f5ff5a2096&fccid=d492310e78d122ff&vjs=3,https://www.indeed.com/cmp/Nelnet,Nelnet,3.5,"Part-time
+1",Apply to one of our internships today.,11/19/22,Hudson,NH,3051,68641.78181076673,99835.17476732162
1567,Front End Web Specialist Intern,https://www.indeed.com/rc/clk?jk=0d3aea0c0dbdf108&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,The intern will work closely with the developers and share the same workload responsibilities.,12/10/22,Beverly,MA,1915,39300.0,49800.0
1568,Onshape Software Engineering Intern,https://www.indeed.com/rc/clk?jk=b99c8db751fe6a04&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"If rising junior or senior, I want to see a previous software engineering internship at a company.",12/10/22,Remote in Boston,MA,2108,4000.0,50600.0
1569,software intern,https://www.indeed.com/rc/clk?jk=983a87b9fd73dc4a&fccid=936367796261bd6e&vjs=3,https://www.indeed.com/cmp/Intel-Corporation,INTEL,4.1,"Full-time
+1","Requirements listed would be obtained through a combination of industry relevant job experience, internship experiences and or schoolwork/classes/research.",11/24/22,Auburn,NY,13021,68641.78181076673,99835.17476732162
1570,2023 Software Engineer Internship,https://www.indeed.com/rc/clk?jk=3aece6535c41744e&fccid=f766f8bfbc3effb7&vjs=3,https://www.indeed.com/cmp/Uber,Uber,3.6,Internship,"Demonstrated software engineering experience through previous internships, work experience, coding competitions, and/or publications.",11/14/22,Baltimore,MD,21202 ,10600.0,13500.0
1572,Vehicle Engineering - Software Engineering Internship (Summer 2023),https://www.indeed.com/rc/clk?jk=3a1a6135228631e8&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Part-time
+2","We ask for a minimum of 12 weeks, full-time, for most internships.",12/01/22,Merrimack,NH,3054,70500.0,89300.0
1573,Connected Firefighter Product Marketing Intern (Summer 2023),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYpl6mgMJcFDnJi11WT4UTRFlBKiRR23kl92KYnUYtGFVyPBMXULjbNOgGxutqSw-pVXb1pXL7bDesUFCRrMHhPCK8g_83Rnjvxv6oPHEehwWhHEHB8eKbuU_jNcvIoOyucfNg7wRtNM8ppMy1qbH6KZj-Q9-3AEcVJjLv_Ns5PrgTQXoBxQzTsnyMMJlk4G5xLmbkkdDeCF3ckHVqqiYhL6OadRUonWU6ekVpdrvncEIEgmkWtxvbrQvqZ2l8Nug7yDU167t_04KzkeuNVvY-xGbuxRS2TyWOOilzBJz-aPj9N7LufXxXH75g4TDf7SjEAueHjN8nTf7NkrpVWdgJoktobzJx6RP8E6S1ksyIesPhEgPK2wuFJhDa7xyDHz5gLwimPmyNOwToBxJ11J-fya3GRtJjzNOICBfK6dZXqo6qjqNGDgc3rLE5y3pvTMlpRot1EA4L7AOsHJwfoHRSuukM89eZwiJ82MSfkFJft5GXHV0Et9D9dNjWbBXHlhEgImqQ9mJHkVaXlLWBsLya3wN2hQKsDlZfxSscDhmgv8IH0cKzepS4CFLszWE_aeYefiRTKDDVUb43ci8BHkZp9bVR3KQZquWUgdSlYi876ngoTqoEEKlKeM9fpT0NrzzIpy-VEfR_zKBLo1LNzJFishEZ4us5dZPVQNpPiU3Ytp1_sKaPD-F9tTVIHpVzmHd9baztjt4837OakX59ZDfxcAV5aVwr93cGWE5N4FtulIMitMoLra1mltEUEl5nLAcz3fzyIvqEnLvDRVIPxQylLXLVIAxayQE=&xkcb=SoCf-_M3Wv8gwHgLAj0DbzkdCdPP&p=13&fvj=0&vjs=3,https://www.indeed.com/cmp/Msa-Safety,MSA Safety,3.7,Internship,Support and lead product strategy activities for connected hardware and cloud-software development.,11/14/22,Seattle,WA,98103 ,54600.0,69200.0
1576,"Software Engineer Intern, Audio",https://www.indeed.com/rc/clk?jk=3f615609afbdebff&fccid=f7f27aafffbc37a6&vjs=3,https://www.indeed.com/cmp/Roku-1,Roku,3.1,Internship,Teamwork makes the stream work.,12/08/22,Huntsville,AL,35808,68641.78181076673,99835.17476732162
1580,Explore Microsoft: Intern Opportunities for University Students,https://www.indeed.com/rc/clk?jk=977719663f57c501&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Internship,Throughout the internship you will:,11/14/22,Hudson,NH,3051,68641.78181076673,99835.17476732162
1583,Onshape Software Engineering Intern,https://www.indeed.com/rc/clk?jk=b99c8db751fe6a04&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"If rising junior or senior, I want to see a previous software engineering internship at a company.",12/10/22,Beverly,MA,1915,4000.0,50600.0
1584,software intern,https://www.indeed.com/rc/clk?jk=983a87b9fd73dc4a&fccid=936367796261bd6e&vjs=3,https://www.indeed.com/cmp/Intel-Corporation,INTEL,4.1,"Full-time
+1","Requirements listed would be obtained through a combination of industry relevant job experience, internship experiences and or schoolwork/classes/research.",11/24/22,Remote in Boston,MA,2108,68641.78181076673,99835.17476732162
1586,2023 Intern - Software Developer,https://www.indeed.com/rc/clk?jk=9b239bcadff12b52&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,"Full-time
+1",Are you a curious developer who loves to learn and experiment?,11/18/22,Merrimack,NH,3054,79800.0,10100.0
1588,Connected Firefighter Product Marketing Intern (Summer 2023),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BYpl6mgMJcFDnJi11WT4UTRFlBKiRR23kl92KYnUYtGFVyPBMXULjbNOgGxutqSw-pVXb1pXL7bDesUFCRrMHhPCK8g_83Rnjvxv6oPHEehwWhHEHB8eKbuU_jNcvIoOyucfNg7wRtNM8ppMy1qbH6KZj-Q9-3AEcVJjLv_Ns5PrgTQXoBxQzTsnyMMJlk4G5xLmbkkdDeCF3ckHVqqiYhL6OadRUonWU6ekVpdrvncEIEgmkWtxvbrQvqZ2l8Nug7yDU167t_04KzkeuNVvY-xGbuxRS2TyWOOilzBJz-aPj9N7LufXxXH75g4TDf7SjEAueHjN8nTf7NkrpVWdgJoktobzJx6RP8E6S1ksyIesPhEgPK2wuFJhDa7xyDHz5gLwimPmyNOwToBxJ11J-fya3GRtJjzNOICBfK6dZXqo6qjqNGDgc3rLE5y3pvTMlpRot1EA4L7AOsHJwfoHRSuukM89eZwiJ82MSfkFJft5GXHV0Et9D9dNjWbBXHlhEgImqQ9mJHkVaXlLWBsLya3wN2hQKsDlZfxSscDhmgv8IH0cKzepS4CFLszWE_aeYefiRTKDDVUb43ci8BHkZp9bVR3KQZquWUgdSlYi876ngoTqoEEKlKeM9fpT0NrzzIpy-VEfR_zKBLo1LNzJFishEZ4us5dZPVQNpPiU3Ytp1_sKaPD-F9tTVIHpVzmHd9baztjt4837OakX59ZDfxcAV5aVwr93cGWE5N4FtulIMitMoLra1mltEUEl5nLAcz3fzyIvqEnLvDRVIPxQylLXLVIAxayQE=&xkcb=SoCf-_M3Wv8gwHgLAj0DbzkdCdPP&p=13&fvj=0&vjs=3,https://www.indeed.com/cmp/Msa-Safety,MSA Safety,3.7,Internship,Support and lead product strategy activities for connected hardware and cloud-software development.,11/14/22,Pine Bluff,AR,71601,54600.0,69200.0
1595,Explore Microsoft: Intern Opportunities for University Students,https://www.indeed.com/rc/clk?jk=977719663f57c501&fccid=734cb5a01ee60f80&vjs=3,https://www.indeed.com/cmp/Microsoft,Microsoft,4.2,Internship,Throughout the internship you will:,11/14/22,Remote in Boston,MA,2108,68641.78181076673,99835.17476732162
1597,Front End Web Specialist Intern,https://www.indeed.com/rc/clk?jk=0d3aea0c0dbdf108&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,The intern will work closely with the developers and share the same workload responsibilities.,12/10/22,Merrimack,NH,3054,39300.0,49800.0
1601,2023 Intern - Software Developer,https://www.indeed.com/rc/clk?jk=9b239bcadff12b52&fccid=f89deb5a97c7738a&vjs=3,https://www.indeed.com/cmp/Adobe,Adobe,4.3,"Full-time
+1",Are you a curious developer who loves to learn and experiment?,11/18/22,Baltimore,MD,21202 ,79800.0,10100.0
1604,UI Software Development Intern (Winter/Spring 2023),https://www.indeed.com/rc/clk?jk=ef00e02de4e3c9dd&fccid=8e0192a48bd27a99&vjs=3,https://www.indeed.com/cmp/Formlabs,Formlabs,3.7,"Full-time
+1",Experience working on user interfaces for shipping software applications.,11/14/22,Huntsville,AL,35808,68641.78181076673,99835.17476732162
1609,Intern - Software Developer,https://www.indeed.com/rc/clk?jk=096c83f5ff5a2096&fccid=d492310e78d122ff&vjs=3,https://www.indeed.com/cmp/Nelnet,Nelnet,3.5,"Part-time
+1",Apply to one of our internships today.,11/19/22,Beverly,MA,1915,68641.78181076673,99835.17476732162
1611,Software Engineering Intern (Summer 2023),https://www.indeed.com/rc/clk?jk=3faf42dbd287307d&fccid=8510f9bc3a085f8e&vjs=3,https://www.indeed.com/cmp/Dropbox,Dropbox,3.9,"Full-time
+1",Learn about our internships here!,12/03/22,Remote in Boston,MA,2108,68641.78181076673,99835.17476732162
1613,Onshape Software Engineering Intern,https://www.indeed.com/rc/clk?jk=b99c8db751fe6a04&fccid=114d7031274e1ed8&vjs=3,https://www.indeed.com/cmp/Ptc-c5e4d329,PTC Inc.,3.7,Internship,"If rising junior or senior, I want to see a previous software engineering internship at a company.",12/10/22,Merrimack,NH,3054,4000.0,50600.0
1638,"Frontend React/JS Internship, Vehicle Software (Summer 2023)",https://www.indeed.com/rc/clk?jk=ba32cb615094f9b3&fccid=86e9be6ce380173e&vjs=3,https://www.indeed.com/cmp/Tesla,Tesla,3.4,"Full-time
+3",Improve and maintain web-based software platforms.,12/03/22,Beverly,MA,1915,72500.0,91800.0
